Bin	Hit 1	Score 1	Hit 2	Score 2	Hit 3	Score 3	Hit 4	Score 4	Hit 5	Score 5	metric
bin_44_b	T02863: Blattabacterium sp., endocymbiont of Nauphoeta cinerea (gray cockroach)	1445.07414397	T02525: Blattabacterium sp. (Panesthia angustipennis spadica) BPAA	1445.26947978	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1445.2951818	T02446: Blattabacterium sp. (Blatta orientalis) Tarazona	1445.33718579	T02109: Blattabacterium sp. (Blaberus giganteus), endosymbiont of Blaberus giganteus (Central American giant cockroach)	1445.40071615	standardized euclidean dist
bin_45_a	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	0.830743554869	T05073: Candidatus Nanopelagicus limnes	0.826721031891	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	0.795343466437	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.761301605939	T05051: Candidatus Planktophila dulcis	0.755803735206	spearman correlation
bin_45_b	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1434.73466254	T05073: Candidatus Nanopelagicus limnes	1435.11200966	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	1437.1663249	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1438.52054092	T05051: Candidatus Planktophila dulcis	1438.90700578	standardized euclidean dist
bin_46_a	T04336: Bacteroidetes bacterium UKL13-3	0.736971765422	T03660: Flavobacterium psychrophilum V4-24	0.68494890526	T03296: Flavobacterium psychrophilum FPG3	0.684773743835	T03659: Flavobacterium psychrophilum V3-5	0.683272457932	T03661: Flavobacterium psychrophilum v4-33	0.681185716602	spearman correlation
bin_46_b	T04336: Bacteroidetes bacterium UKL13-3	1515.78921336	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1518.65955506	T03660: Flavobacterium psychrophilum V4-24	1518.90412673	T03296: Flavobacterium psychrophilum FPG3	1518.90877764	T03659: Flavobacterium psychrophilum V3-5	1518.97157994	standardized euclidean dist
bin_47_a	T01410: Anaerolinea thermophila UNI-1	0.570653243052	T04881: Brevefilum fermentans	0.489507891947	T01797: Caldilinea aerophila DSM 14535 = NBRC 104270	0.474314628176	T00585: Roseiflexus castenholzii DSM 13941	0.465504994157	T00542: Roseiflexus sp. RS-1	0.460035484811	spearman correlation
bin_47_b	T01410: Anaerolinea thermophila UNI-1	1584.20668045	T04881: Brevefilum fermentans	1586.54626743	T01203: Candidatus Sulcia muelleri DMIN	1587.01074329	T00630: Candidatus Sulcia muelleri GWSS	1587.11556397	T02439: Candidatus Uzinura diaspidicola ASNER	1587.264087	standardized euclidean dist
bin_48_a	T04172: Salinivirga cyanobacteriivorans L21-Spi-D4 (Bacterium L21-Spi-D4)	0.567503914438	T04235: Lutibacter profundi LP1	0.542418188182	T02084: Solitalea canadensis DSM 3403	0.518131373235	T03296: Flavobacterium psychrophilum FPG3	0.517407844122	T02861: Bacteroidales bacterium CF	0.516817107718	spearman correlation
bin_48_b	T02109: Blattabacterium sp. (Blaberus giganteus), endosymbiont of Blaberus giganteus (Central American giant cockroach)	1531.24723765	T02863: Blattabacterium sp., endocymbiont of Nauphoeta cinerea (gray cockroach)	1531.38158002	T02446: Blattabacterium sp. (Blatta orientalis) Tarazona	1531.38972798	T00995: Blattabacterium sp. Bge, endosymbiont of Blattella germanica (German cockroach)	1531.42522385	T00996: Blattabacterium sp. BPLAN, endosymbiont of Periplaneta americana (American cockroach)	1531.54970993	standardized euclidean dist
bin_49_a	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	0.748481229104	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	0.671217583632	T00942: Methylotenera mobilis JLW8	0.585724135227	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	0.577473954869	T01361: Methylovorus sp. MP688	0.56414489042	spearman correlation
bin_49_b	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1481.97142281	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	1485.95727191	T02413: Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	1486.63716418	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1486.73950362	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1486.7770773	standardized euclidean dist
bin_4_a	T04120: Limnohabitans sp. 103DPR2	0.581112632821	T00334: Rhodoferax ferrireducens T118 (DSM 15236)	0.57734149113	T03614: Comamonadaceae bacterium A1	0.560123974742	T03627: Comamonadaceae bacterium B1	0.556701453166	T04121: Limnohabitans sp. 63ED37-2	0.54751166846	spearman correlation
bin_4_b	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1757.77332918	T02483: Beta proteobacterium CB	1759.66266847	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1759.70303495	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1759.90230947	T02463: Candidatus Kinetoplastibacterium blastocrithidii TCC012E	1759.90641515	standardized euclidean dist
bin_50_a	T04336: Bacteroidetes bacterium UKL13-3	0.697797949662	T04064: Hymenobacter sp. DG25A	0.610759453255	T03660: Flavobacterium psychrophilum V4-24	0.609130474609	T03296: Flavobacterium psychrophilum FPG3	0.608188788922	T01781: Flavobacterium indicum GPTSA100-9	0.608088335515	spearman correlation
bin_50_b	T04336: Bacteroidetes bacterium UKL13-3	1434.38542754	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1435.40098901	T02863: Blattabacterium sp., endocymbiont of Nauphoeta cinerea (gray cockroach)	1436.0175522	T01642: Blattabacterium sp. (Mastotermes darwiniensis) MADAR, endosymbiont of Mastotermes darwiniensis (giant northern termite)	1436.0763845	T00730: Candidatus Amoebophilus asiaticus 5a2	1436.0827439	standardized euclidean dist
bin_51_a	T05250: Candidatus Planktophila versatilis MMS-IA-79	0.842064512996	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.82240974366	T05051: Candidatus Planktophila dulcis	0.821592462958	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	0.819349453259	T05067: Candidatus Planktophila limnetica	0.807838273822	spearman correlation
bin_51_b	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1538.52703719	T05073: Candidatus Nanopelagicus limnes	1539.18055728	T05250: Candidatus Planktophila versatilis MMS-IA-79	1539.75952568	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1540.50938371	T05051: Candidatus Planktophila dulcis	1540.86021666	standardized euclidean dist
bin_52_a	T00647: Microcystis aeruginosa NIES-843	0.873498140255	T04037: Microcystis panniformis FACHB-1757	0.845162833954	T04168: Geminocystis sp. NIES-3708	0.77231340996	T00808: Cyanothece sp. PCC 7424	0.771141542636	T03386: Synechocystis sp. PCC 6714	0.768242066706	spearman correlation
bin_52_b	T00647: Microcystis aeruginosa NIES-843	1902.73229458	T00163: Synechococcus elongatus PCC 6301	1905.21005202	T04037: Microcystis panniformis FACHB-1757	1905.30756507	T00300: Synechococcus elongatus PCC 7942	1905.60361455	T03581: Synechococcus sp. UTEX 2973	1905.71686557	standardized euclidean dist
bin_53_a	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	0.753607495786	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	0.670916775139	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	0.579805504578	T00942: Methylotenera mobilis JLW8	0.57918577522	T01361: Methylovorus sp. MP688	0.557389790817	spearman correlation
bin_53_b	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1476.21783138	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	1480.07462833	T02413: Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	1480.76946552	T02465: Candidatus Kinetoplastibacterium desouzaii TCC079E	1480.92822173	T02464: Candidatus Kinetoplastibacterium crithidii TCC036E	1480.99482567	standardized euclidean dist
bin_54_a	T04457: Candidate division TM6 bacterium GW2011_GWF2_28_16	0.655365887882	T03502: Candidatus Saccharibacteria oral taxon TM7x	0.633927599651	T02947: Candidate division WWE3 bacterium RAAC2_WWE3_1	0.628003744464	T03992: Berkelbacteria bacterium GW2011_GWE1_39_12	0.627812733438	T04023: Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1	0.627120592633	spearman correlation
bin_54_b	T02947: Candidate division WWE3 bacterium RAAC2_WWE3_1	1171.39454842	T03502: Candidatus Saccharibacteria oral taxon TM7x	1171.57347238	T04488: Candidatus Campbellbacteria bacterium GW2011_OD1_34_28	1171.87983375	T04457: Candidate division TM6 bacterium GW2011_GWF2_28_16	1172.141122	T03988: Candidate division Kazan bacterium GW2011_GWA1_50_15	1172.86909295	standardized euclidean dist
bin_55_a	T01225: Planctopirus limnophila DSM 3776 (Planctomyces limnophilus DSM 3776)	0.74734302288	T04354: Planctomyces sp. SH-PL14	0.698225361919	T04678: Fuerstia marisgermanicae NH11	0.664659896649	T01431: Rubinisphaera brasiliensis DSM 5305 (Planctomyces brasiliensis DSM 5305)	0.656068098353	T01147: Pirellula staleyi DSM 6068	0.651493070473	spearman correlation
bin_55_b	T01225: Planctopirus limnophila DSM 3776 (Planctomyces limnophilus DSM 3776)	1624.34753796	T01147: Pirellula staleyi DSM 6068	1628.43870354	T04354: Planctomyces sp. SH-PL14	1628.80945662	T01407: Isosphaera pallida ATCC 43644	1630.73867387	T01431: Rubinisphaera brasiliensis DSM 5305 (Planctomyces brasiliensis DSM 5305)	1630.97098023	standardized euclidean dist
bin_56_a	T04172: Salinivirga cyanobacteriivorans L21-Spi-D4 (Bacterium L21-Spi-D4)	0.618697227932	T02861: Bacteroidales bacterium CF	0.598502798024	T04336: Bacteroidetes bacterium UKL13-3	0.578762722927	T03205: Mucinivorans hirudinis	0.575091233115	T02133: Alistipes finegoldii DSM 17242	0.568942389804	spearman correlation
bin_56_b	T00792: Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2, endosymbiont of Coptotermes formosanus (Formosan subterranean termite)	1555.45470524	T02861: Bacteroidales bacterium CF	1555.6907166	T04336: Bacteroidetes bacterium UKL13-3	1556.13214378	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1556.13775449	T02058: Prevotella intermedia 17	1556.58327494	standardized euclidean dist
bin_57_a	T00689: Opitutus terrae PB90-1	0.569732463928	T05034: Thermogutta terrifontis R1	0.553241352694	T03830: Verrucomicrobia bacterium IMCC26134	0.539397298145	T00736: Akkermansia muciniphila ATCC BAA-835	0.524724174009	T03683: Opitutaceae bacterium TAV5	0.5236697501	spearman correlation
bin_57_b	T04108: Candidatus Xiphinematobacter sp. Idaho Grape	1629.50882173	T00736: Akkermansia muciniphila ATCC BAA-835	1632.79920474	T00755: Uncultured Termite group 1 bacterium phylotype Rs-D17	1632.97775782	T05087: Candidatus Endomicrobium trichonymphae Rs-D17	1633.20437096	T05034: Thermogutta terrifontis R1	1633.99944484	standardized euclidean dist
bin_58_a	T04929: Methylovulum psychrotolerans HV10_M2	0.598137457846	T01511: Methylomonas methanica MC09	0.568396751768	T01649: Methylomicrobium alcaliphilum	0.565713569873	T00205: Methylococcus capsulatus Bath	0.56032334231	T05118: Methylomonas koyamae LM6	0.555935656369	spearman correlation
bin_58_b	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	1678.76178713	T04929: Methylovulum psychrotolerans HV10_M2	1679.09899596	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1679.11874157	T00205: Methylococcus capsulatus Bath	1679.46391231	T00438: Candidatus Ruthia magnifica Cm, endosymbiont of Calyptogena magnifica (hydrothermal vent clam)	1679.84159879	standardized euclidean dist
bin_59_a	T01196: Sideroxydans lithotrophicus ES-1	0.730501205481	T01295: Gallionella capsiferriformans ES-2	0.727615522325	T02857: Sulfuricella denitrificans skB26	0.706603056583	T00275: Thiobacillus denitrificans ATCC 25259	0.66831530808	T05241: Sulfuricaulis limicola HA5	0.660573888613	spearman correlation
bin_59_b	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1716.20729194	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1716.22122651	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1716.29933812	T00438: Candidatus Ruthia magnifica Cm, endosymbiont of Calyptogena magnifica (hydrothermal vent clam)	1716.35744177	T00530: Candidatus Vesicomyosocius okutanii HA, endosymbiont of Calyptogena okutanii (deep-sea clam)	1716.3621525	standardized euclidean dist
bin_5_a	T01407: Isosphaera pallida ATCC 43644	0.65010434455	T04358: Gemmata sp. SH-PL17	0.644555444658	T01225: Planctopirus limnophila DSM 3776 (Planctomyces limnophilus DSM 3776)	0.61255749409	T01147: Pirellula staleyi DSM 6068	0.610364728536	T04354: Planctomyces sp. SH-PL14	0.610283754316	spearman correlation
bin_5_b	T01407: Isosphaera pallida ATCC 43644	1615.9906542	T01147: Pirellula staleyi DSM 6068	1616.87423189	T01225: Planctopirus limnophila DSM 3776 (Planctomyces limnophilus DSM 3776)	1617.88778828	T04108: Candidatus Xiphinematobacter sp. Idaho Grape	1618.12285372	T04354: Planctomyces sp. SH-PL14	1618.185818	standardized euclidean dist
bin_60_a	T04336: Bacteroidetes bacterium UKL13-3	0.630359504378	T04064: Hymenobacter sp. DG25A	0.570977815045	T05019: Candidatus Fluviicola riflensis RIFCSPHIGHO2_02_FULL_43_260	0.566348292401	T01677: Owenweeksia hongkongensis DSM 17368	0.562843463435	T01455: Fluviicola taffensis DSM 16823	0.55876374928	spearman correlation
bin_60_b	T04336: Bacteroidetes bacterium UKL13-3	1429.30632921	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1431.88965482	T02863: Blattabacterium sp., endocymbiont of Nauphoeta cinerea (gray cockroach)	1432.35585578	T01642: Blattabacterium sp. (Mastotermes darwiniensis) MADAR, endosymbiont of Mastotermes darwiniensis (giant northern termite)	1432.6348874	T03412: Flavobacterium psychrophilum 950106-1/1	1432.64655936	standardized euclidean dist
bin_61_a	T03963: Actinobacteria bacterium IMCC26256	0.712578837902	T02501: Ilumatobacter coccineus YM16-304	0.704100272681	T05067: Candidatus Planktophila limnetica	0.566880762698	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.561651268629	T05319: Candidatus Planktophila vernalis MMS-IIA-15	0.558053092308	spearman correlation
bin_61_b	T03963: Actinobacteria bacterium IMCC26256	1678.41043599	T05067: Candidatus Planktophila limnetica	1680.78080257	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1680.81731228	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1681.23140012	T05250: Candidatus Planktophila versatilis MMS-IA-79	1681.26531518	standardized euclidean dist
bin_62_a	T04929: Methylovulum psychrotolerans HV10_M2	0.761215723815	T01511: Methylomonas methanica MC09	0.717043547291	T05118: Methylomonas koyamae LM6	0.703697035465	T04396: Methylomonas sp. DH-1	0.702010399435	T04191: Methylomonas denitrificans FJG1	0.692008822357	spearman correlation
bin_62_b	T04929: Methylovulum psychrotolerans HV10_M2	1821.59919232	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	1823.39488308	T00205: Methylococcus capsulatus Bath	1823.86901207	T00438: Candidatus Ruthia magnifica Cm, endosymbiont of Calyptogena magnifica (hydrothermal vent clam)	1823.89761463	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1824.02695922	standardized euclidean dist
bin_63_a	T01295: Gallionella capsiferriformans ES-2	0.730368419998	T01196: Sideroxydans lithotrophicus ES-1	0.715875920495	T01569: Nitrosomonas sp. Is79A3	0.704483865509	T04188: Nitrosomonas ureae Nm10	0.698048520017	T02857: Sulfuricella denitrificans skB26	0.695702214028	spearman correlation
bin_63_b	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1721.19552628	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1721.2800772	T02463: Candidatus Kinetoplastibacterium blastocrithidii TCC012E	1721.4691017	T02465: Candidatus Kinetoplastibacterium desouzaii TCC079E	1721.5239061	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1721.5410448	standardized euclidean dist
bin_64_a	T04225: Kiritimatiella glycovorans (Verrucomicrobia bacterium L21-Fru-AB)	0.592545952927	T04749: Phycisphaerae bacterium SM-Chi-D1	0.587652800714	T04695: Phycisphaerae bacterium L21-RPul-D3	0.578151450585	T03205: Mucinivorans hirudinis	0.490101674924	T04553: Petrimonas mucosa ING2-E5A	0.487932556427	spearman correlation
bin_64_b	T05087: Candidatus Endomicrobium trichonymphae Rs-D17	1627.06932607	T00755: Uncultured Termite group 1 bacterium phylotype Rs-D17	1627.29301048	T04695: Phycisphaerae bacterium L21-RPul-D3	1628.59791534	T04749: Phycisphaerae bacterium SM-Chi-D1	1628.73180086	T03965: Endomicrobium proavitum (Candidatus Endomicrobium sp. Rsa215)	1629.11427115	standardized euclidean dist
bin_65_a	T05073: Candidatus Nanopelagicus limnes	0.820404631356	T05051: Candidatus Planktophila dulcis	0.817110321512	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.813608103105	T05250: Candidatus Planktophila versatilis MMS-IA-79	0.806032961673	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	0.803094857861	spearman correlation
bin_65_b	T05073: Candidatus Nanopelagicus limnes	1537.21479974	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1537.86136484	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1539.69266393	T05051: Candidatus Planktophila dulcis	1539.74394699	T05250: Candidatus Planktophila versatilis MMS-IA-79	1539.93802801	standardized euclidean dist
bin_66_a	T04207: Polynucleobacter duraquae	0.744413990537	T02483: Beta proteobacterium CB	0.689669063513	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	0.66279870816	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	0.654216487425	T04120: Limnohabitans sp. 103DPR2	0.610920765047	spearman correlation
bin_66_b	T04207: Polynucleobacter duraquae	1711.03730314	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1712.78252965	T02413: Candidatus Kinetoplastibacterium crithidii (ex Angomonas deanei ATCC 30255)	1713.49034259	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1713.81591244	T02464: Candidatus Kinetoplastibacterium crithidii TCC036E	1713.96154469	standardized euclidean dist
bin_67_a	T01943: Ignavibacterium album JCM 16511	0.543295695435	T02176: Melioribacter roseus P3M-2	0.512048662291	T04336: Bacteroidetes bacterium UKL13-3	0.498138744499	T03660: Flavobacterium psychrophilum V4-24	0.497253054847	T03296: Flavobacterium psychrophilum FPG3	0.497134589067	spearman correlation
bin_67_b	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1506.38234914	T02863: Blattabacterium sp., endocymbiont of Nauphoeta cinerea (gray cockroach)	1506.71112588	T02525: Blattabacterium sp. (Panesthia angustipennis spadica) BPAA	1506.82566125	T01642: Blattabacterium sp. (Mastotermes darwiniensis) MADAR, endosymbiont of Mastotermes darwiniensis (giant northern termite)	1506.94300505	T02109: Blattabacterium sp. (Blaberus giganteus), endosymbiont of Blaberus giganteus (Central American giant cockroach)	1507.03981584	standardized euclidean dist
bin_68_a	T03649: Dehalococcoides mccartyi CG5	0.61102541174	T03647: Dehalococcoides mccartyi CG1	0.608474466643	T02938: Dehalococcoides mccartyi GY50	0.608095703536	T03938: Dehalogenimonas sp. WBC-2	0.607769007693	T01136: Dehalococcoides mccartyi VS	0.60683007328	spearman correlation
bin_68_b	T03938: Dehalogenimonas sp. WBC-2	1420.00621262	T02938: Dehalococcoides mccartyi GY50	1420.54653997	T01182: Dehalococcoides mccartyi GT	1420.57958595	T00518: Dehalococcoides mccartyi BAV1	1420.59564264	T03649: Dehalococcoides mccartyi CG5	1420.62551989	standardized euclidean dist
bin_69_a	T04207: Polynucleobacter duraquae	0.776654287246	T02483: Beta proteobacterium CB	0.763499108687	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	0.75867417307	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	0.716185055908	T04120: Limnohabitans sp. 103DPR2	0.616226325577	spearman correlation
bin_69_b	T04207: Polynucleobacter duraquae	1675.10628426	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1675.84326841	T02483: Beta proteobacterium CB	1677.43566809	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	1678.12878574	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1680.07434817	standardized euclidean dist
bin_6_a	T05319: Candidatus Planktophila vernalis MMS-IIA-15	0.862167085211	T05050: Candidatus Planktophila lacus	0.812544144595	T05067: Candidatus Planktophila limnetica	0.810879502088	T05051: Candidatus Planktophila dulcis	0.810871274733	T05158: Candidatus Planktophila sulfonica MMS-IA-56	0.809727833881	spearman correlation
bin_6_b	T05319: Candidatus Planktophila vernalis MMS-IIA-15	1570.53599536	T05158: Candidatus Planktophila sulfonica MMS-IA-56	1572.20519003	T05050: Candidatus Planktophila lacus	1572.25108599	T05067: Candidatus Planktophila limnetica	1572.33746238	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1572.53009318	standardized euclidean dist
bin_70_a	T04120: Limnohabitans sp. 103DPR2	0.818099883723	T04121: Limnohabitans sp. 63ED37-2	0.750600019227	T04455: Hydrogenophaga sp. RAC07	0.634079438834	T04207: Polynucleobacter duraquae	0.633439848665	T01544: Ramlibacter tataouinensis TTB310	0.631234185967	spearman correlation
bin_70_b	T04120: Limnohabitans sp. 103DPR2	1768.13237582	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1770.79554114	T04121: Limnohabitans sp. 63ED37-2	1771.24035765	T02483: Beta proteobacterium CB	1771.5399984	T04207: Polynucleobacter duraquae	1772.07635982	standardized euclidean dist
bin_71_a	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	0.778004885004	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	0.763725702769	T00942: Methylotenera mobilis JLW8	0.694006006766	T01247: Methylotenera versatilis 301	0.683849825621	T04002: Methylophilus sp. TWE2	0.662533085348	spearman correlation
bin_71_b	T03869: Candidatus Methylopumilus planktonicus (Methylophilaceae bacterium MMS-2-53)	1638.15256496	T03844: Candidatus Methylopumilus turicensis (Methylophilaceae bacterium MMS-10A-171)	1638.77716002	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1642.15822624	T02466: Candidatus Kinetoplastibacterium galatii TCC219	1642.27368116	T02463: Candidatus Kinetoplastibacterium blastocrithidii TCC012E	1642.40442686	standardized euclidean dist
bin_72_a	T04336: Bacteroidetes bacterium UKL13-3	0.702980035547	T01677: Owenweeksia hongkongensis DSM 17368	0.615012002207	T04064: Hymenobacter sp. DG25A	0.612540267521	T04326: Rufibacter sp. DG15C	0.612239768717	T03296: Flavobacterium psychrophilum FPG3	0.611940310127	spearman correlation
bin_72_b	T04336: Bacteroidetes bacterium UKL13-3	1489.7251096	T05228: Ichthyobacterium seriolicida JBKA-6	1492.81620134	T00730: Candidatus Amoebophilus asiaticus 5a2	1493.13209674	T01660: Blattabacterium sp. Cpu, endosymbiont of Cryptocercus punctulatus (brown-hooded cockroach)	1493.19241366	T04482: Formosa sp. Hel3_A1_48	1493.51234296	standardized euclidean dist
bin_73_a	T03591: Sulfuritalea hydrogenivorans sk43H	0.885066251931	T01657: Dechlorosoma suillum PS	0.70083429127	T02857: Sulfuricella denitrificans skB26	0.681495140191	T01196: Sideroxydans lithotrophicus ES-1	0.660074379789	T00259: Dechloromonas aromatica RCB	0.651317660182	spearman correlation
bin_73_b	T03591: Sulfuritalea hydrogenivorans sk43H	1783.08235009	T02857: Sulfuricella denitrificans skB26	1790.18140372	T01196: Sideroxydans lithotrophicus ES-1	1790.53047945	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1790.98995282	T00275: Thiobacillus denitrificans ATCC 25259	1791.38789062	standardized euclidean dist
bin_74_a	T02147: Desulfomonile tiedjei DSM 6799	0.625972149515	T00418: Syntrophobacter fumaroxidans MPOB	0.509177247822	T01284: Desulfarculus baarsii DSM 2075	0.503683714909	T01454: Desulfobacca acetoxidans DSM 11109	0.502370401869	T04568: Desulfococcus multivorans DSM 2059	0.466980568543	spearman correlation
bin_74_b	T02147: Desulfomonile tiedjei DSM 6799	1587.39899136	T04224: Caldimicrobium thiodismutans	1589.49806716	T01284: Desulfarculus baarsii DSM 2075	1590.09860839	T00418: Syntrophobacter fumaroxidans MPOB	1590.10323925	T01547: Thermodesulfobacterium geofontis OPF15	1590.25224	standardized euclidean dist
bin_75_a	T03963: Actinobacteria bacterium IMCC26256	0.596143150328	T05067: Candidatus Planktophila limnetica	0.583513198414	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	0.561752334265	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	0.561210341364	T05319: Candidatus Planktophila vernalis MMS-IIA-15	0.550514521075	spearman correlation
bin_75_b	T05090: Candidatus Nanopelagicus hibericus MMS-21-160	1482.48514327	T05067: Candidatus Planktophila limnetica	1482.60636514	T05073: Candidatus Nanopelagicus limnes	1483.15511912	T05091: Candidatus Nanopelagicus abundans MMS-IIB-91	1483.25176309	T05319: Candidatus Planktophila vernalis MMS-IIA-15	1484.07067219	standardized euclidean dist
bin_76_a	T03591: Sulfuritalea hydrogenivorans sk43H	0.511250632108	T04120: Limnohabitans sp. 103DPR2	0.492222331284	T04726: Betaproteobacteria bacterium GR16-43	0.487511427423	T04121: Limnohabitans sp. 63ED37-2	0.480380086801	T01544: Ramlibacter tataouinensis TTB310	0.476093914741	spearman correlation
bin_76_b	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	1692.09582273	T03591: Sulfuritalea hydrogenivorans sk43H	1692.5354705	T02483: Beta proteobacterium CB	1693.21481742	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	1693.32349394	T02427: Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)	1693.55843122	standardized euclidean dist
bin_77_a	T02483: Beta proteobacterium CB	0.651250220008	T04207: Polynucleobacter duraquae	0.609090413401	T00502: Polynucleobacter asymbioticus QLW-P1DMWA-1 (Polynucleobacter sp. QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus QLW-P1DMWA-1)	0.59452852077	T00683: Polynucleobacter necessarius subsp. necessarius STIR1	0.58846062778	T00490: Herminiimonas arsenicoxydans	0.581921408645	spearman correlation
